332,28,157,0
324,20,286,0
337,32,219,0
340,20,161,0
340,31,198,0
333,23,272,0
340,21,120,0
333,23,217,0
347,29,251,0
340,28,238,0
329,33,196,0
327,31,158,0
324,27,246,0
331,29,190,0
330,24,191,0
317,26,203,0
324,33,130,0
318,27,127,0
326,27,136,0
332,28,208,0
343,28,153,0
349,24,134,0
325,28,203,0
342,33,164,0
339,29,157,0
326,28,110,0
346,21,167,0
318,29,180,0
348,28,118,0
324,28,298,1
323,21,269,0
343,27,177,0
336,31,291,1
334,28,227,0
330,33,273,1
327,32,229,0
322,32,195,0
328,34,129,0
347,21,144,0
320,26,214,0
319,25,127,0
338,23,154,0
344,27,243,0
344,34,286,1
335,30,207,0
338,34,274,1
342,31,188,0
320,30,205,0
349,28,113,0
348,27,171,0
345,29,198,0
347,23,110,0
318,21,285,0
329,31,206,0
334,21,199,0
338,25,194,0
315,30,281,1
334,33,146,0
330,30,273,1
322,34,289,1
341,31,213,0
332,28,120,0
321,31,135,0
345,27,260,0
315,21,187,0
335,24,157,0
327,32,186,0
333,30,122,0
330,26,298,0
345,20,215,0
329,27,268,0
324,24,238,0
337,25,131,0
330,34,213,1
344,25,206,0
342,30,135,0
345,23,187,0
334,22,184,0
336,32,262,1
319,25,172,0
335,28,286,1
346,23,129,0
315,21,163,0
315,24,139,0
328,22,110,0
316,27,261,0
321,20,235,0
348,21,282,0
320,28,113,0
323,31,183,0
340,33,247,1
328,23,218,0
333,33,249,1
340,33,294,1
332,32,292,1
345,20,265,0
331,24,235,0
331,26,122,0
347,27,154,0
334,22,204,0
318,34,250,1
323,23,116,0
326,28,123,0
343,24,200,0
335,29,144,0
336,22,296,0
331,29,267,0
321,23,201,0
339,27,207,0
321,29,294,1
316,30,177,0
336,21,192,0
328,33,141,0
330,33,264,1
324,28,250,0
315,27,288,0
342,25,217,0
331,33,270,1
336,27,295,1
337,22,120,0
334,28,128,0
318,27,279,0
323,26,270,0
319,28,292,0
331,28,284,1
328,28,247,0
334,20,191,0
344,34,283,1
324,33,111,0
335,26,296,0
320,25,280,0
324,27,161,0
334,27,114,0
340,20,168,0
335,20,236,0
315,22,169,0
317,20,176,0
345,21,158,0
323,25,275,0
317,28,249,0
331,29,210,0
324,34,288,1
319,23,225,0
329,32,184,0
323,33,230,1
341,31,223,0
334,30,265,1
336,21,143,0
331,24,210,0
323,21,289,0
325,26,218,0
325,23,116,0
341,33,293,1
335,21,190,0
348,25,112,0
338,21,131,0
324,34,123,0
329,28,128,0
316,34,236,1
349,32,275,1
319,34,177,0
315,33,198,0
328,27,280,0
343,24,120,0
337,31,294,1
347,24,173,0
327,32,218,0
336,26,114,0
317,27,198,0
349,27,130,0
320,20,194,0
323,29,237,0
345,34,178,1
331,33,127,0
338,22,132,0
335,25,145,0
322,29,114,0
315,21,140,0
347,25,214,0
348,31,169,0
349,25,245,0
348,24,199,0
322,34,237,1
343,31,165,0
338,27,150,0
345,30,285,1
319,31,241,0
315,34,294,1
347,27,214,0
340,27,296,1
341,30,200,0
343,27,201,0
338,31,221,0
322,23,286,0
332,32,293,1
328,24,298,0
339,23,149,0
327,33,156,0
349,32,172,0
332,22,286,0
342,26,191,0
349,23,161,0
344,22,226,0
348,30,131,0
346,27,146,0
345,29,274,1
344,22,219,0
321,26,115,0
318,27,285,0
318,20,277,0
331,24,123,0
331,24,174,0
335,26,261,0
327,28,147,0
318,23,206,0
321,23,162,0
316,23,242,0
338,27,271,0
321,32,205,0
330,29,271,0
340,30,233,0
322,31,265,1
339,22,126,0
349,25,127,0
339,34,288,1
347,24,244,0
334,31,178,0
337,20,278,0
346,20,272,0
322,24,134,0
334,24,286,0
342,32,123,0
336,24,175,0
338,30,185,0
348,34,230,1
315,21,201,0
332,24,187,0
347,20,246,0
331,24,174,0
324,24,220,0
329,34,154,0
340,32,129,0
325,23,276,0
331,23,257,0
345,32,195,0
337,20,139,0
345,27,175,0
321,33,116,0
342,26,234,0
345,20,254,0
322,27,186,0
344,22,265,0
343,27,246,0
330,31,193,0
326,33,246,1
318,27,263,0
317,29,196,0
327,34,146,0
340,30,235,0
337,24,272,0
337,29,298,1
347,22,240,0
315,24,239,0
319,21,158,0
347,28,149,0
342,21,294,0
315,31,284,1
342,21,178,0
331,31,153,0
335,20,256,0
340,22,186,0
345,27,127,0
315,30,115,0
322,27,112,0
334,21,121,0
340,22,217,0
320,24,261,0
348,31,278,1
349,25,161,0
315,27,146,0
330,31,239,0
322,22,118,0
338,25,179,0
319,22,215,0
345,32,189,0
328,28,151,0
349,30,299,1
330,21,170,0
329,34,289,1
334,25,114,0
329,30,133,0
322,33,209,0
329,31,194,0
325,20,262,0
349,30,219,0
318,26,146,0
334,23,206,0
345,30,185,0
317,29,256,0
326,30,124,0
323,22,240,0
346,31,215,0
338,23,226,0
322,22,212,0
331,34,186,0
345,32,299,1
335,27,118,0
338,33,174,0
342,22,278,0
336,21,140,0
315,30,233,0
347,21,269,0
324,30,214,0
319,26,200,0
336,24,254,0
345,26,238,0
335,31,165,0
336,21,294,0
333,26,246,0
326,31,178,0
347,20,206,0
346,30,217,0
318,21,114,0
319,26,142,0
336,20,168,0
326,27,134,0
346,20,149,0
342,29,172,0
337,22,273,0
317,22,214,0
318,26,189,0
339,20,205,0
323,21,175,0
337,27,188,0
324,29,272,0
342,21,154,0
327,20,244,0
339,29,208,0
337,34,133,0
325,31,194,0
343,33,204,1
325,33,276,1
317,30,131,0
345,26,149,0
341,31,276,1
340,27,141,0
347,32,219,1
324,23,187,0
345,21,234,0
322,23,207,0
326,22,298,0
336,23,188,0
339,27,168,0
317,20,257,0
343,25,123,0
346,23,291,0
338,20,279,0
317,34,286,1
326,30,188,0
333,20,241,0
336,25,279,0
337,33,110,0
317,21,224,0
316,20,140,0
342,30,226,0
349,34,147,0
333,28,263,0
331,32,282,1
348,30,162,0
339,26,221,0
317,27,299,0
342,33,211,1
340,32,177,0
349,31,232,1
329,25,192,0
330,29,169,0
339,27,291,1
338,28,244,0
341,34,234,1
339,27,191,0
330,28,149,0
349,30,274,1
323,34,166,0
323,26,245,0
338,22,138,0
340,33,209,1
333,30,201,0
315,21,159,0
324,27,290,0
337,21,289,0
324,33,191,0
332,27,200,0
328,22,227,0
338,21,110,0
326,23,227,0
339,22,202,0
316,27,186,0
332,27,244,0
342,27,182,0
324,33,272,1
333,20,190,0
324,21,202,0
329,26,172,0
327,24,197,0
335,34,124,0
329,22,180,0
341,23,209,0
338,22,126,0
333,28,295,1
325,27,220,0
321,26,173,0
321,23,283,0
346,32,157,0
329,32,168,0
336,32,142,0
315,28,172,0
346,30,192,0
316,22,235,0
341,27,233,0
339,27,273,0
345,31,245,1
321,23,129,0
348,22,267,0
347,21,219,0
330,21,263,0
325,28,201,0
337,23,292,0
336,28,221,0
335,20,130,0
334,22,161,0
315,30,187,0
348,31,282,1
340,27,249,0
342,32,265,1
348,31,184,0
339,30,260,1
320,32,116,0
327,23,226,0
341,28,286,1
318,22,122,0
331,24,180,0
343,22,274,0
331,25,278,0
328,22,152,0
347,34,283,1
338,25,243,0
334,33,198,0
333,23,229,0
325,25,264,0
328,30,222,0
318,27,131,0
348,23,288,0
320,26,251,0
340,20,149,0
316,30,205,0
326,25,171,0
342,34,198,1
344,30,180,0
341,23,134,0
327,21,114,0
345,31,169,0
342,26,194,0
345,22,286,0
334,33,149,0
342,26,112,0
335,33,117,0
316,23,266,0
344,29,179,0
344,23,209,0
326,31,219,0
332,20,132,0
321,20,294,0
327,28,296,1
328,27,258,0
340,21,130,0
333,25,294,0
343,23,208,0
332,28,225,0
326,24,153,0
339,27,211,0
326,32,175,0
335,28,176,0
339,20,273,0
337,26,171,0
340,27,250,0
335,24,123,0
323,22,161,0
323,34,268,1
324,23,128,0
329,23,218,0
343,22,248,0
339,23,175,0
326,22,162,0
319,29,272,0
321,29,289,1
320,30,257,0
346,21,282,0
321,30,191,0
333,25,166,0
317,20,171,0
317,27,283,0
315,32,138,0
329,21,260,0
347,25,234,0
334,33,265,1
333,34,253,1
320,25,217,0
335,22,227,0
344,28,193,0
348,27,153,0
339,28,153,0
323,29,119,0
341,31,251,1
333,33,111,0
338,26,156,0
341,21,221,0
322,25,260,0
322,20,220,0
344,27,147,0
331,31,174,0
323,20,245,0
318,25,262,0
335,34,235,1
336,27,161,0
331,34,219,1
320,24,295,0
349,22,126,0
337,29,268,1
317,29,287,1
323,33,151,0
317,34,133,0
333,20,241,0
323,24,136,0
349,33,219,1
325,24,120,0
336,31,281,1
338,30,123,0
334,33,213,1
345,22,244,0
341,34,208,1
330,26,256,0
343,31,221,0
338,22,249,0
315,23,204,0
317,23,187,0
338,23,230,0
319,28,123,0
344,23,212,0
340,22,117,0
338,31,254,1
321,31,196,0
346,28,195,0
339,22,185,0
315,24,173,0
339,32,137,0
347,26,220,0
319,25,282,0
328,29,266,0
346,30,299,1
327,30,285,1
342,30,197,0
331,32,112,0
346,27,160,0
348,31,253,1
315,26,167,0
331,30,186,0
345,21,148,0
330,31,113,0
347,25,191,0
341,25,235,0
349,26,292,1
342,22,287,0
318,20,267,0
320,23,110,0
339,25,191,0
330,20,271,0
330,29,179,0
321,31,136,0
335,31,240,0
338,26,139,0
320,31,228,0
346,21,177,0
318,30,193,0
320,33,279,1
339,24,267,0
335,22,270,0
346,27,269,0
323,33,235,1
341,30,190,0
349,25,254,0
348,34,293,1
334,23,275,0
343,22,120,0
326,20,122,0
328,23,155,0
328,28,227,0
326,30,256,0
316,25,200,0
325,21,232,0
317,21,175,0
346,32,125,0
315,29,211,0
325,25,117,0
342,21,273,0
337,33,186,0
319,25,112,0
317,34,188,0
329,25,245,0
323,30,205,0
327,20,119,0
325,21,286,0
317,31,273,1
315,21,250,0
329,29,261,0
348,34,144,0
317,30,202,0
340,29,124,0
347,29,254,0
327,28,213,0
330,24,173,0
327,33,136,0
316,28,226,0
340,20,122,0
342,28,194,0
343,30,288,1
319,34,154,0
315,28,139,0
340,21,256,0
334,31,233,0
333,20,292,0
327,20,286,0
349,31,238,1
339,34,273,1
349,27,283,1
322,31,238,0
319,20,284,0
336,21,235,0
344,29,133,0
346,33,267,1
315,31,210,0
320,34,236,1
324,28,175,0
323,24,164,0
343,34,154,0
345,22,167,0
348,28,267,0
330,26,186,0
325,31,147,0
322,32,132,0
316,33,210,0
347,21,148,0
318,22,123,0
321,22,288,0
328,21,234,0
325,25,204,0
325,26,194,0
330,29,260,0
349,30,143,0
330,25,234,0
339,21,114,0
328,21,298,0
328,28,230,0
323,33,185,0
331,27,228,0
328,29,158,0
328,27,284,0
348,26,172,0
324,21,296,0
332,34,135,0
348,27,152,0
346,32,112,0
347,21,207,0
333,31,279,1
343,24,170,0
347,31,241,1
341,28,285,1
318,34,237,1
335,31,141,0
341,20,147,0
341,27,262,0
320,25,296,0
319,26,192,0
346,21,260,0
341,31,205,0
347,23,287,0
336,20,293,0
328,27,246,0
316,26,260,0
343,26,132,0
325,29,194,0
346,24,180,0
315,29,192,0
332,34,122,0
332,23,194,0
347,20,190,0
328,31,279,1
327,32,297,1
331,21,187,0
342,28,171,0
317,33,148,0
324,30,140,0
338,31,264,1
340,27,171,0
344,23,264,0
322,32,196,0
337,27,160,0
318,34,136,0
334,23,160,0
342,22,129,0
343,22,153,0
322,30,184,0
336,24,230,0
337,27,278,0
339,30,264,1
341,24,144,0
315,33,211,0
340,30,243,0
330,23,288,0
317,30,175,0
327,33,266,1
315,26,119,0
320,30,258,0
320,25,263,0
335,28,230,0
318,20,184,0
320,21,269,0
340,33,250,1
346,32,247,1
316,29,250,0
322,27,172,0
345,25,177,0
325,25,297,0
341,23,280,0
328,29,259,0
340,31,126,0
318,26,151,0
346,31,111,0
317,26,163,0
333,29,246,0
342,31,194,0
346,31,189,0
345,23,121,0
342,25,207,0
343,24,208,0
337,24,260,0
318,21,240,0
345,24,232,0
327,22,178,0
348,28,228,0
331,25,184,0
324,33,295,1
318,20,185,0
336,23,149,0
320,29,128,0
337,31,123,0
321,34,227,1
336,23,277,0
343,29,278,1
330,33,239,1
339,27,242,0
316,24,111,0
340,29,185,0
329,32,198,0
319,27,148,0
335,34,270,1
336,29,218,0
341,31,273,1
344,23,180,0
323,24,183,0
334,28,269,0
345,30,129,0
327,22,211,0
341,34,199,1
349,30,146,0
346,30,177,0
326,33,256,1
347,20,191,0
316,32,280,1
321,31,165,0
348,24,202,0
347,24,125,0
344,26,245,0
319,26,137,0
328,20,212,0
333,26,241,0
333,27,228,0
338,31,249,1
331,31,170,0
318,20,258,0
319,20,282,0
319,26,123,0
336,34,295,1
320,22,273,0
315,33,292,1
337,29,270,1
332,27,119,0
326,22,129,0
335,27,156,0
346,27,237,0
315,25,175,0
315,27,252,0
321,25,207,0
316,31,159,0
334,34,163,0
341,22,147,0
327,32,250,1
326,25,147,0
321,29,248,0
348,20,199,0
343,33,280,1
332,34,116,0
348,21,156,0
327,27,296,0
345,28,228,0
331,22,298,0
347,24,210,0
331,32,192,0
333,32,267,1
337,23,234,0
321,30,250,0
344,29,125,0
327,32,175,0
349,27,198,0
335,25,244,0
346,24,140,0
330,27,261,0
330,31,185,0
338,34,289,1
316,21,184,0
322,23,148,0
327,32,137,0
325,24,221,0
341,25,129,0
319,28,229,0
344,27,122,0
326,20,295,0
333,31,255,1
325,26,124,0
343,29,270,1
330,20,240,0
326,34,255,1
348,24,137,0
332,24,239,0
338,28,227,0
317,31,119,0
334,27,151,0
334,28,176,0
344,27,126,0
327,21,219,0
340,25,262,0
315,32,291,1
341,23,124,0
335,22,232,0
349,30,113,0
326,30,197,0
318,30,190,0
349,20,147,0
344,24,110,0
343,22,219,0
321,28,131,0
335,32,200,0
336,33,282,1
342,24,167,0
329,24,224,0
316,25,220,0
341,32,221,1
344,23,199,0
332,25,226,0
324,24,285,0
330,34,299,1
340,27,170,0
332,24,215,0
335,24,229,0
333,20,268,0
330,33,141,0
344,28,179,0
347,33,142,0
324,26,170,0
320,22,230,0
324,30,262,0
337,32,137,0
321,23,263,0
341,24,166,0
331,28,233,0
348,29,199,0
340,20,287,0
319,34,125,0
318,29,135,0
327,32,143,0
345,23,124,0
346,26,146,0
335,23,197,0
333,22,193,0
331,30,289,1
317,28,226,0
346,26,222,0
340,21,141,0
317,26,110,0
325,26,266,0
333,21,234,0
315,34,293,1
334,25,266,0
318,23,292,0
321,27,250,0
328,24,299,0
333,24,290,0
315,33,294,1
348,24,254,0
319,30,139,0
332,34,110,0
342,26,277,0
342,28,233,0
343,31,261,1
317,29,122,0
329,25,217,0
323,24,189,0
320,28,270,0
320,26,281,0
326,27,198,0
326,34,134,0
334,26,182,0
319,27,215,0
327,26,216,0
317,24,197,0
340,24,153,0
325,27,213,0
316,32,169,0
348,24,217,0
345,28,228,0
326,30,168,0
332,24,274,0
331,26,298,0
338,32,238,1
335,22,282,0
333,23,129,0
320,20,247,0
323,25,226,0
333,26,200,0
347,25,125,0
332,20,227,0
349,22,179,0
327,32,187,0
337,21,179,0
328,20,229,0
334,24,197,0
334,28,164,0
318,28,130,0
343,30,190,0
348,33,233,1
349,34,148,0
343,34,231,1
348,20,232,0
344,34,269,1
336,30,264,1
348,23,154,0
326,27,285,0
338,34,174,0
338,20,284,0
333,20,163,0
333,22,271,0
334,30,262,1
335,20,271,0
317,26,226,0
332,25,132,0
344,23,186,0
316,25,143,0
340,27,134,0
332,34,217,1
346,20,232,0
332,22,201,0
345,28,163,0
323,32,211,0
332,25,140,0
337,20,242,0
323,31,242,0
324,24,204,0
337,30,264,1
348,21,286,0
341,27,141,0
347,28,295,1
321,27,260,0
315,31,124,0
339,25,190,0
329,32,221,0
334,32,120,0
339,31,153,0
331,25,224,0
333,21,220,0
342,30,280,1
341,33,226,1
319,21,239,0
338,22,275,0
315,27,186,0
328,26,270,0
343,32,254,1
326,29,239,0
339,30,273,1
329,33,129,0
324,25,191,0
344,26,138,0
330,23,192,0
342,27,227,0
316,30,258,0
335,20,135,0
320,30,135,0
334,31,240,0
332,25,186,0
345,20,203,0
323,20,187,0
334,24,272,0
325,29,148,0
315,30,265,0
344,29,164,0
320,26,252,0
348,31,249,1
340,28,138,0
341,21,155,0
329,21,142,0
341,24,131,0
316,21,166,0
326,24,285,0
348,22,181,0
336,33,290,1
339,28,143,0
334,25,110,0
346,22,198,0
341,22,173,0
346,33,186,0
336,31,183,0
317,22,194,0
341,28,111,0
349,24,198,0
321,25,133,0
320,29,177,0
337,23,164,0
315,30,201,0
349,28,296,1
336,27,168,0
342,20,163,0
330,32,240,1
333,27,265,0
325,23,264,0
330,32,271,1
325,33,293,1
322,31,236,0
325,21,293,0
316,31,167,0
348,28,134,0
340,29,208,0
344,24,261,0
326,21,152,0
339,30,280,1
322,33,231,1
319,27,239,0
325,25,113,0
317,23,256,0
346,31,256,1
342,34,298,1
348,23,133,0
319,20,232,0
347,29,122,0
340,24,122,0
331,21,292,0
323,27,151,0
348,23,248,0
329,24,256,0
344,30,232,0
324,20,120,0
335,24,202,0
344,28,162,0
326,22,197,0
340,20,275,0
348,26,291,1
343,26,157,0
339,23,152,0
349,26,114,0
326,33,192,0
340,28,139,0
341,31,198,0
319,26,280,0
334,20,173,0
336,20,163,0
343,31,228,0
348,20,127,0
322,31,149,0
325,32,261,1
347,22,260,0
331,28,291,1
342,20,210,0
325,24,148,0
331,23,212,0
315,21,156,0
343,32,124,0
348,32,126,0
315,31,185,0
339,29,154,0
319,20,282,0
316,28,115,0
339,25,111,0
336,20,164,0
340,31,213,0
320,22,177,0
333,26,124,0
317,34,256,1
319,27,212,0
316,28,264,0
320,30,158,0
336,25,278,0
348,27,206,0
317,32,230,0
319,33,195,0
317,21,205,0
341,28,266,0
344,34,194,1
321,34,133,0
334,31,238,0
329,22,120,0
332,34,147,0
333,30,147,0
349,34,292,1
347,22,207,0
338,25,225,0
316,25,168,0
343,30,229,0
336,34,173,0
325,31,265,1
332,27,230,0
325,31,242,0
320,25,122,0
338,21,226,0
328,20,180,0
319,28,236,0
340,34,196,1
317,21,177,0
334,34,181,0
331,24,210,0
330,28,181,0
328,22,118,0
328,30,133,0
347,20,145,0
321,28,175,0
315,24,248,0
343,27,225,0
334,25,182,0
345,28,262,0
332,24,245,0
330,33,203,0
336,25,118,0
317,25,128,0
321,20,127,0
336,34,237,1
323,32,263,1
347,27,255,0
317,25,291,0
346,32,122,0
345,31,154,0
334,23,187,0
328,22,290,0
323,27,140,0
348,32,182,0
317,26,158,0
315,28,201,0
332,29,259,0
348,34,243,1
330,25,234,0
331,32,267,1
341,21,236,0
331,20,260,0
325,33,199,0
342,29,139,0
322,27,241,0
315,25,241,0
323,25,284,0
338,21,177,0
323,23,191,0
327,29,292,1
327,33,132,0
326,25,264,0
349,25,294,0
325,21,286,0
323,23,262,0
336,20,161,0
326,30,214,0
347,32,257,1
347,24,116,0
341,23,194,0
348,27,185,0
327,33,295,1
317,23,231,0
317,32,161,0
349,33,188,0
323,29,214,0
338,26,207,0
329,30,204,0
337,34,239,1
322,33,241,1
319,29,238,0
325,27,173,0
349,22,279,0
316,26,291,0
348,32,242,1
321,31,259,1
343,25,160,0
347,30,194,0
347,21,120,0
325,32,114,0
346,24,277,0
332,31,198,0
315,25,267,0
340,29,151,0
333,34,292,1
341,32,238,1
326,34,258,1
328,33,296,1
344,26,206,0
320,34,274,1
325,27,180,0
331,31,133,0
330,25,273,0
322,22,151,0
337,33,129,0
344,25,181,0
339,23,165,0
315,32,174,0
344,26,161,0
344,30,273,1
322,21,157,0
341,34,176,0
325,27,258,0
335,32,215,0
324,32,217,0
315,20,151,0
340,33,145,0
339,24,129,0
330,27,127,0
322,27,275,0
344,27,168,0
335,31,284,1
318,23,278,0
318,29,276,0
334,25,240,0
345,20,203,0
323,33,284,1
343,22,220,0
347,34,126,0
345,27,150,0
333,22,114,0
317,23,160,0
339,23,132,0
343,28,114,0
343,25,127,0
334,33,257,1
320,27,164,0
317,30,200,0
341,30,198,0
326,32,137,0
339,22,172,0
317,32,240,0
337,27,128,0
322,34,122,0
332,23,166,0
344,21,267,0
331,30,250,0
320,28,136,0
328,30,247,0
341,31,234,0
321,28,138,0
331,20,205,0
327,22,162,0
320,30,278,1
335,23,173,0
340,23,235,0
323,20,294,0
331,28,233,0
346,26,232,0
336,21,278,0
324,28,194,0
343,28,277,1
336,28,158,0
337,32,290,1
346,33,184,0
335,25,216,0
344,25,112,0
323,23,244,0
330,25,291,0
332,26,284,0
345,32,152,0
316,31,123,0
339,23,233,0
346,32,234,1
336,29,146,0
342,20,252,0
319,23,215,0
315,25,174,0
343,34,244,1
319,26,161,0
343,27,254,0
329,30,268,1
317,33,236,1
334,21,111,0
324,34,279,1
333,20,182,0
325,23,279,0
346,23,198,0
349,31,282,1
348,33,160,0
329,27,299,1
316,20,143,0
345,20,222,0
328,32,276,1
320,23,194,0
348,26,177,0
332,24,151,0
334,32,269,1
319,29,160,0
338,32,235,1
324,33,287,1
332,22,216,0
331,27,226,0
347,28,158,0
331,31,195,0
328,21,243,0
315,34,241,1
345,24,284,0
318,23,201,0
342,26,223,0
324,21,196,0
323,22,238,0
327,31,226,0
338,32,264,1
347,34,243,1
317,32,189,0
316,26,233,0
339,34,224,1
326,28,268,0
332,24,263,0
315,25,225,0
346,22,208,0
318,24,284,0
345,34,251,1
336,31,158,0
334,33,197,0
341,32,174,0
333,25,277,0
329,30,129,0
332,29,121,0
347,30,243,0
346,20,297,0
342,33,196,0
344,32,146,0
321,21,239,0
338,22,276,0
325,24,110,0
348,23,241,0
326,24,223,0
330,32,281,1
330,31,291,1
339,24,210,0
328,26,161,0
323,34,286,1
332,23,197,0
331,27,218,0
316,28,215,0
334,21,274,0
340,24,282,0
349,34,262,1
328,30,265,1
321,33,156,0
322,26,170,0
335,29,278,1
346,28,176,0
348,24,225,0
338,26,176,0
319,27,232,0
322,21,159,0
331,30,255,0
339,23,218,0
333,33,172,0
319,20,263,0
324,20,235,0
345,22,224,0
343,31,116,0
315,21,111,0
322,29,164,0
331,23,189,0
337,29,236,0
337,33,249,1
323,32,298,1
319,23,229,0
327,20,163,0
337,29,296,1
330,25,261,0
336,20,257,0
330,21,116,0
342,24,151,0
326,20,295,0
335,32,252,1
328,32,224,0
347,23,181,0
348,31,162,0
342,33,262,1
348,34,229,1
339,30,284,1
316,23,216,0
325,25,200,0
330,29,181,0
324,28,221,0
344,22,207,0
326,24,138,0
315,23,288,0
336,20,180,0
345,34,272,1
323,29,196,0
318,26,295,0
330,33,261,1
315,28,226,0
337,34,294,1
317,22,148,0
328,22,243,0
335,21,175,0
317,28,245,0
332,26,251,0
345,32,115,0
336,28,285,1
333,33,283,1
332,33,284,1
346,29,253,0
320,27,116,0
342,25,262,0
343,24,267,0
315,25,177,0
316,25,111,0
335,34,244,1
325,31,233,0
325,23,179,0
334,31,299,1
335,28,296,1
326,27,279,0
348,28,248,0
340,26,256,0
315,28,129,0
330,21,237,0
341,28,236,0
345,20,226,0
326,23,241,0
344,25,158,0
336,32,126,0
331,24,173,0
332,22,158,0
346,24,233,0
346,33,231,1
345,30,137,0
323,33,289,1
335,27,210,0
321,31,211,0
323,24,293,0
345,27,171,0
321,24,124,0
315,29,169,0
346,20,126,0
325,31,199,0
334,29,199,0
321,21,132,0
335,26,244,0
317,30,269,0
326,22,247,0
334,27,130,0
332,22,217,0
325,25,145,0
335,26,136,0
342,22,189,0
325,24,248,0
335,26,129,0
340,27,151,0
316,27,217,0
324,32,115,0
323,27,139,0
319,30,273,1
342,20,230,0
319,26,220,0
318,24,198,0
317,34,234,1
347,24,297,0
317,23,183,0
330,31,147,0
329,32,247,1
316,33,294,1
344,25,173,0
322,34,221,1
319,27,141,0
329,34,212,1
316,23,293,0
340,22,161,0
335,31,114,0
334,34,142,0
326,20,141,0
317,25,210,0
319,32,206,0
345,21,296,0
341,21,206,0
337,24,179,0
318,26,119,0
327,31,128,0
336,29,160,0
327,30,282,1
342,34,246,1
344,22,289,0
336,26,136,0
344,23,178,0
348,24,155,0
329,25,132,0
336,32,296,1
326,29,260,0
315,29,299,1
337,32,200,0
341,28,113,0
336,32,260,1
321,22,243,0
323,28,292,1
349,25,255,0
341,29,162,0
348,34,216,1
327,22,289,0
335,31,179,0
323,20,247,0
318,26,193,0
331,32,228,0
336,32,212,0
327,25,269,0
346,32,267,1
316,20,153,0
335,27,135,0
345,28,194,0
315,32,241,0
320,27,290,0
321,22,165,0
348,26,136,0
321,20,198,0
322,32,113,0
323,34,232,1
318,24,188,0
338,25,237,0
321,33,238,1
347,31,210,0
315,30,222,0
329,24,172,0
344,27,249,0
349,24,210,0
343,30,234,0
